correct_form	morph_parse	lemma	frequency
geliştirebilmesini	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Acc	geliş	368
geliştirtiyordu	Verb+Verb+Caus+Verb+Caus+Pos+Prog1+Past+A3sg	geliş	368
geliştirilmesi	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	geliş	368
geliştirdiğini	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Acc	geliş	368
geliştirmektedirler	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3pl	geliş	368
geliştirmeyi	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	geliş	368
geliştiricileridirler	Verb+Verb+Caus+Pos+Noun+Agt+A3pl+P3sg+Nom+Verb+Pres+Cop+A3pl	geliş	368
Geliştirilecek	Verb+Verb+Caus+Verb+Pass+Pos+Fut+A3sg	geliş	368
geliştirmesine	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Dat	geliş	368
geliştirebileceği	Verb+Verb+Caus+Verb+Able+Pos+Adj+FutPart+P3sg	geliş	368
Geliştirmek	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	geliş	368
Geliştirildikleri	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3pl	geliş	368
geliştirildikleri	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3pl	geliş	368
geliştirilmesine	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Dat	geliş	368
geliştirildi	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	geliş	368
geliştirmecilerin	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom+Noun+Agt+A3pl+Pnon+Gen	geliş	368
geliştirmelerinin	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Gen	geliş	368
geliştirmedir	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	geliş	368
geliştirdiğiyle	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Ins	geliş	368
Geliştirilmesini	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Acc	geliş	368
geliştirildiğinde	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Loc	geliş	368
geliştirilmekle	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf1+A3sg+Pnon+Ins	geliş	368
geliştirmelere	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Dat	geliş	368
geliştirilirse	Verb+Verb+Caus+Verb+Pass+Pos+Aor+Cond+A3sg	geliş	368
geliştirilebildiği	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+PastPart+P3sg	geliş	368
geliştirirlerdi	Verb+Verb+Caus+Pos+Aor+A3pl+Past	geliş	368
geliştirse	Verb+Verb+Caus+Pos+Desr+A3sg	geliş	368
geliştirildiği	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3sg	geliş	368
geliştirilmiyordu	Verb+Verb+Caus+Verb+Pass+Neg+Prog1+Past+A3sg	geliş	368
geliştirdiklerinin	Verb+Verb+Caus+Pos+Noun+PastPart+A3pl+P3sg+Gen	geliş	368
geliştiricileridir	Verb+Verb+Caus+Pos+Noun+Agt+A3pl+P3sg+Nom+Verb+Pres+Cop+A3sg	geliş	368
geliştirilmelerine	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3pl+P3sg+Dat	geliş	368
geliştirmektir	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	geliş	368
geliştirilemeyen	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Adj+PresPart	geliş	368
geliştirilebiliyordu	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Prog1+Past+A3sg	geliş	368
geliştirilememesi	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Noun+Inf2+A3sg+P3sg+Nom	geliş	368
geliştirmekti	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom+Verb+Past+A3sg	geliş	368
geliştirmek	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	geliş	368
geliştirebileceklerdir	Verb+Verb+Caus+Verb+Able+Pos+Fut+A3pl+Cop+A3sg	geliş	368
geliştirirken	Verb+Verb+Caus+Pos+Aor+A3sg+Adv+While	geliş	368
geliştirdiğinden	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Abl	geliş	368
geliştirilince	Verb+Verb+Caus+Verb+Pass+Pos+Adv+When	geliş	368
Geliştirilmekte	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg	geliş	368
geliştirmesinin	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Gen	geliş	368
Geliştirenler	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Nom	geliş	368
geliştirdiğinizde	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P2pl+Loc	geliş	368
geliştirdikçe	Verb+Verb+Caus+Pos+Adv+AsLongAs	geliş	368
geliştirilebilirken	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg+Adv+While	geliş	368
geliştirilebilmesidir	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	geliş	368
geliştirilebilmekte	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Prog2+A3sg	geliş	368
geliştirilebilecek	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Fut+A3sg	geliş	368
geliştirirdi	Verb+Verb+Caus+Pos+Aor+Past+A3sg	geliş	368
geliştirirmiş	Verb+Verb+Caus+Pos+Aor+Narr+A3sg	geliş	368
geliştirmesiyle	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Ins	geliş	368
geliştirebilirler	Verb+Verb+Caus+Verb+Able+Pos+Aor+A3pl	geliş	368
geliştirilebileceğini	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+FutPart+A3sg+P3sg+Acc	geliş	368
geliştirilmekte	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg	geliş	368
geliştirilmemektedir	Verb+Verb+Caus+Verb+Pass+Neg+Prog2+A3sg+Cop+A3sg	geliş	368
geliştiricisinden	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+P3sg+Abl	geliş	368
geliştirene	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3sg+Pnon+Dat	geliş	368
geliştirdiğimiz	Verb+Verb+Caus+Pos+Adj+PastPart+P1pl	geliş	368
geliştiricisiydi	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+P3sg+Nom+Verb+Past+A3sg	geliş	368
geliştirilmedi	Verb+Verb+Caus+Verb+Pass+Neg+Past+A3sg	geliş	368
geliştiriciyi	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Acc	geliş	368
geliştiricisinde	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+P3sg+Loc	geliş	368
geliştirilemedi	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Past+A3sg	geliş	368
geliştirilebileceği	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+FutPart+P3sg	geliş	368
geliştirildiğinden	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Abl	geliş	368
geliştirilebildiğini	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+PastPart+A3sg+P3sg+Acc	geliş	368
geliştirebilmesine	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Dat	geliş	368
geliştirilmeyi	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Acc	geliş	368
geliştirilmeyen	Verb+Verb+Caus+Verb+Pass+Neg+Adj+PresPart	geliş	368
geliştirilmeleri	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3pl+P3sg+Nom	geliş	368
Geliştiricisidir	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	geliş	368
geliştirenlerin	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3pl+Pnon+Gen	geliş	368
geliştirebildi	Verb+Verb+Caus+Verb+Able+Pos+Past+A3sg	geliş	368
geliştirmecidir	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	geliş	368
geliştiricidir	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	geliş	368
Geliştirmeyle	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Ins	geliş	368
geliştirecekti	Verb+Verb+Caus+Pos+Fut+Past+A3sg	geliş	368
geliştirmediğinden	Verb+Verb+Caus+Neg+Noun+PastPart+A3sg+P3sg+Abl	geliş	368
geliştiriyor	Verb+Verb+Caus+Pos+Prog1+A3sg	geliş	368
geliştirmelidirler	Verb+Verb+Caus+Pos+Neces+A3sg+Cop+A3pl	geliş	368
geliştirilenler	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart+Noun+A3pl+Pnon+Nom	geliş	368
geliştirilemez	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Aor+A3sg	geliş	368
geliştirterek	Verb+Verb+Caus+Verb+Caus+Pos+Adv+ByDoingSo	geliş	368
geliştirilebilmektedir	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Prog2+A3sg+Cop+A3sg	geliş	368
geliştirilmekteler	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3pl	geliş	368
GELİŞTİRME	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	geliş	368
geliştirilmediği	Verb+Verb+Caus+Verb+Pass+Neg+Adj+PastPart+P3sg	geliş	368
geliştiriciler	Verb+Verb+Caus+Pos+Noun+Agt+A3pl+Pnon+Nom	geliş	368
geliştirebilen	Verb+Verb+Caus+Verb+Able+Pos+Adj+PresPart	geliş	368
geliştirilemezler	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Aor+A3pl	geliş	368
geliştirilmişken	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Adv+While	geliş	368
geliştirmeleriyle	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Ins	geliş	368
geliştirilmesindedir	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Loc+Verb+Pres+Cop+A3sg	geliş	368
geliştiricilerini	Verb+Verb+Caus+Pos+Noun+Agt+A3pl+P3sg+Acc	geliş	368
geliştirebileceksiniz	Verb+Verb+Caus+Verb+Able+Pos+Fut+A2pl	geliş	368
geliştirmelerini	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Acc	geliş	368
Geliştirilip	Verb+Verb+Caus+Verb+Pass+Pos+Adv+AfterDoingSo	geliş	368
geliştirenin	Verb+Verb+Caus+Pos+Adj+PresPart+Noun+A3sg+Pnon+Gen	geliş	368
geliştirmesini	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Acc	geliş	368
geliştirilememiştir	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Narr+A3sg+Cop+A3sg	geliş	368
geliştirmeciydi	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Verb+Past+A3sg	geliş	368
geliştirmezler	Verb+Verb+Caus+Neg+Aor+A3pl	geliş	368
geliştirmekle	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Ins	geliş	368
geliştirilebilmesine	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Dat	geliş	368
geliştirebilmek	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf1+A3sg+Pnon+Nom	geliş	368
geliştirilebilen	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+PresPart	geliş	368
geliştiriciye	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Dat	geliş	368
Geliştirilmesi	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	geliş	368
geliştiricilere	Verb+Verb+Caus+Pos+Noun+Agt+A3pl+Pnon+Dat	geliş	368
geliştirememiştir	Verb+Verb+Caus+Verb+Able+Neg+Narr+A3sg+Cop+A3sg	geliş	368
Geliştirilme	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Nom	geliş	368
Geliştiricileri	Verb+Verb+Caus+Pos+Noun+Agt+A3pl+P3sg+Nom	geliş	368
geliştiricileri	Verb+Verb+Caus+Pos+Noun+Agt+A3pl+P3sg+Nom	geliş	368
geliştirebildiklerini	Verb+Verb+Caus+Verb+Able+Pos+Noun+PastPart+A3pl+P3sg+Acc	geliş	368
Geliştiricisine	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+P3sg+Dat	geliş	368
geliştireceğidir	Verb+Verb+Caus+Pos+Noun+FutPart+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	geliş	368
geliştiricilerden	Verb+Verb+Caus+Pos+Noun+Agt+A3pl+Pnon+Abl	geliş	368
geliştirmedi	Verb+Verb+Caus+Neg+Past+A3sg	geliş	368
geliştirmelerle	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Ins	geliş	368
geliştirdik	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+Pnon+Nom	geliş	368
geliştirilecek	Verb+Verb+Caus+Verb+Pass+Pos+Fut+A3sg	geliş	368
Geliştirilen	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	geliş	368
geliştirdikleri	Verb+Verb+Caus+Pos+Adj+PastPart+P3pl	geliş	368
geliştirmez	Verb+Verb+Caus+Neg+Aor+A3sg	geliş	368
geliştirememekle	Verb+Verb+Caus+Verb+Able+Neg+Noun+Inf1+A3sg+Pnon+Ins	geliş	368
geliştireceklerdir	Verb+Verb+Caus+Pos+Fut+A3pl+Cop+A3sg	geliş	368
geliştiricisinin	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+P3sg+Gen	geliş	368
geliştiriş	Verb+Verb+Caus+Pos+Noun+Inf3+A3sg+Pnon+Nom	geliş	368
geliştiriliyor	Verb+Verb+Caus+Verb+Pass+Pos+Prog1+A3sg	geliş	368
geliştirilmelidir	Verb+Verb+Caus+Verb+Pass+Pos+Neces+A3sg+Cop+A3sg	geliş	368
geliştirilmesinin	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Gen	geliş	368
geliştirdikten	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+Pnon+Abl	geliş	368
geliştiricilerle	Verb+Verb+Caus+Pos+Noun+Agt+A3pl+Pnon+Ins	geliş	368
geliştirilmeden	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Abl	geliş	368
geliştirildiğine	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Dat	geliş	368
geliştirmediği	Verb+Verb+Caus+Neg+Adj+PastPart+P3sg	geliş	368
geliştirmemişlerdir	Verb+Verb+Caus+Neg+Narr+A3pl+Cop+A3sg	geliş	368
geliştirdiği	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	geliş	368
geliştirilmesiyle	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Ins	geliş	368
geliştiremez	Verb+Verb+Caus+Verb+Able+Neg+Aor+A3sg	geliş	368
geliştirilmişti	Verb+Verb+Caus+Verb+Pass+Pos+Narr+Past+A3sg	geliş	368
geliştirebileceğiniz	Verb+Verb+Caus+Verb+Able+Pos+Adj+FutPart+P2pl	geliş	368
geliştirilmişlerdir	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3pl+Cop+A3sg	geliş	368
geliştirebilmekteydi	Verb+Verb+Caus+Verb+Able+Pos+Prog2+Past+A3sg	geliş	368
geliştirilmektedir	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	geliş	368
Geliştirici	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	geliş	368
geliştirilebilirdi	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+Past+A3sg	geliş	368
geliştirebilmelerine	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3pl+P3sg+Dat	geliş	368
geliştirmiştir	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	geliş	368
geliştirme	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	geliş	368
geliştirmemeleri	Verb+Verb+Caus+Neg+Noun+Inf2+A3pl+P3sg+Nom	geliş	368
geliştirilmiş	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	geliş	368
geliştirilebilir	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	geliş	368
geliştirilebilirdir	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg+Cop+A3sg	geliş	368
geliştirebilmiştir	Verb+Verb+Caus+Verb+Able+Pos+Narr+A3sg+Cop+A3sg	geliş	368
geliştirme'de	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Apos+Loc	geliş	368
geliştirmecilerde	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom+Noun+Agt+A3pl+Pnon+Loc	geliş	368
geliştirilebilmesi	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Nom	geliş	368
Geliştiricilerinin	Verb+Verb+Caus+Pos+Noun+Agt+A3pl+P3sg+Gen	geliş	368
geliştirmemiştir	Verb+Verb+Caus+Neg+Narr+A3sg+Cop+A3sg	geliş	368
geliştiresini	Verb+Verb+Caus+Pos+Noun+FeelLike+A3sg+P2sg+Acc	geliş	368
geliştirmelidir	Verb+Verb+Caus+Pos+Neces+A3sg+Cop+A3sg	geliş	368
Geliştirilirken	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg+Adv+While	geliş	368
Geliştirme	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	geliş	368
geliştirilmekteydi	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+Past+A3sg	geliş	368
sürdürürlerken	Verb+Verb+Caus+Pos+Aor+A3pl+Adv+While	sür	281
sürdürülerek	Verb+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	sür	281
sürdürebilirse	Verb+Verb+Caus+Verb+Able+Pos+Aor+Cond+A3sg	sür	281
sürdüreceklerine	Verb+Verb+Caus+Pos+Noun+FutPart+A3pl+P3sg+Dat	sür	281
sürdürülebilmesine	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Dat	sür	281
sürdürdüğüne	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Dat	sür	281
sürdürdükten	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+Pnon+Abl	sür	281
sürdüremediler	Verb+Verb+Caus+Verb+Able+Neg+Past+A3pl	sür	281
sürdürerek	Verb+Verb+Caus+Pos+Adv+ByDoingSo	sür	281
sürdürdüğümüz	Verb+Verb+Caus+Pos+Adj+PastPart+P1pl	sür	281
sürdürmek	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	sür	281
sürdürmenin	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Gen	sür	281
sürdürmesi	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	sür	281
sürdürseler	Verb+Verb+Caus+Pos+Desr+A3pl	sür	281
sürdürdüklerini	Verb+Verb+Caus+Pos+Noun+PastPart+A3pl+P3sg+Acc	sür	281
Sürdürmüş	Verb+Verb+Caus+Pos+Narr+A3sg	sür	281
Sürdürülebilir	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	sür	281
sürdürdüğünden	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Abl	sür	281
sürdürmeyecek	Verb+Verb+Caus+Neg+Fut+A3sg	sür	281
sürdürmedi	Verb+Verb+Caus+Neg+Past+A3sg	sür	281
sürdüremezdi	Verb+Verb+Caus+Verb+Able+Neg+Aor+Past+A3sg	sür	281
sürdürebilmesini	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3sg+P3sg+Acc	sür	281
sürdürülüyor	Verb+Verb+Caus+Verb+Pass+Pos+Prog1+A3sg	sür	281
sürdürüp	Verb+Verb+Caus+Pos+Adv+AfterDoingSo	sür	281
sürdürmeyeceği	Verb+Verb+Caus+Neg+Adj+FutPart+P3sg	sür	281
sürdürebilen	Verb+Verb+Caus+Verb+Able+Pos+Adj+PresPart	sür	281
sürdürdü	Verb+Verb+Caus+Pos+Past+A3sg	sür	281
sürdürülmemiştir	Verb+Verb+Caus+Verb+Pass+Neg+Narr+A3sg+Cop+A3sg	sür	281
sürdüremeyeceğiydi	Verb+Verb+Caus+Verb+Able+Neg+Noun+FutPart+A3sg+P3sg+Nom+Verb+Past+A3sg	sür	281
sürdüreceklerini	Verb+Verb+Caus+Pos+Noun+FutPart+A3pl+P3sg+Acc	sür	281
sürdürmüştü	Verb+Verb+Caus+Pos+Narr+Past+A3sg	sür	281
sürdürmektedirler	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3pl	sür	281
sürdürmesindeki	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Loc+Adj+Rel	sür	281
sürdürmüşse	Verb+Verb+Caus+Pos+Narr+Cond+A3sg	sür	281
sürdürmekteyken	Verb+Verb+Caus+Pos+Prog2+A3sg+Adv+While	sür	281
sürdürmemesi	Verb+Verb+Caus+Neg+Noun+Inf2+A3sg+P3sg+Nom	sür	281
sürdürür	Verb+Verb+Caus+Pos+Aor+A3sg	sür	281
sürdüremezler	Verb+Verb+Caus+Verb+Able+Neg+Aor+A3pl	sür	281
sürdüremese	Verb+Verb+Caus+Verb+Able+Neg+Desr+A3sg	sür	281
sürdürmektir	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	sür	281
sürdürülme	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Nom	sür	281
sürdürmeye	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	sür	281
sürdürebilsin	Verb+Verb+Caus+Verb+Able+Pos+Imp+A3sg	sür	281
sürdürülmekte	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg	sür	281
sürdürüldüğünü	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Acc	sür	281
sürdürülememiş	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Narr+A3sg	sür	281
sürdürdükleri	Verb+Verb+Caus+Pos+Adj+PastPart+P3pl	sür	281
sürdürmemektedir	Verb+Verb+Caus+Neg+Prog2+A3sg+Cop+A3sg	sür	281
sürdürmektelerdir	Verb+Verb+Caus+Pos+Prog2+A3pl+Cop+A3sg	sür	281
sürdürmemeleri	Verb+Verb+Caus+Neg+Noun+Inf2+A3pl+P3sg+Nom	sür	281
sürdürmekteyim	Verb+Verb+Caus+Pos+Prog2+A1sg	sür	281
sürdürülmüşse	Verb+Verb+Caus+Verb+Pass+Pos+Narr+Cond+A3sg	sür	281
sürdürülmesinden	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Abl	sür	281
sürdürmediği	Verb+Verb+Caus+Neg+Adj+PastPart+P3sg	sür	281
sürdüre	Verb+Verb+Caus+Pos+Opt+A3sg	sür	281
sürdürmelerinin	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Gen	sür	281
sürdürebileceği	Verb+Verb+Caus+Verb+Able+Pos+Adj+FutPart+P3sg	sür	281
sürdürmeyerek	Verb+Verb+Caus+Neg+Adv+ByDoingSo	sür	281
sürdürülebilen	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+PresPart	sür	281
sürdürüyor	Verb+Verb+Caus+Pos+Prog1+A3sg	sür	281
Sürdürmektedir	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3sg	sür	281
sürdürülmesidir	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	sür	281
sürdürülüp	Verb+Verb+Caus+Verb+Pass+Pos+Adv+AfterDoingSo	sür	281
sürdürürken	Verb+Verb+Caus+Pos+Aor+A3sg+Adv+While	sür	281
sürdürmekteler	Verb+Verb+Caus+Pos+Prog2+A3pl	sür	281
sürdürememişlerdir	Verb+Verb+Caus+Verb+Able+Neg+Narr+A3pl+Cop+A3sg	sür	281
sürdüremeyerek	Verb+Verb+Caus+Verb+Able+Neg+Adv+ByDoingSo	sür	281
sürdürünce	Verb+Verb+Caus+Pos+Adv+When	sür	281
sürdürmelerini	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Acc	sür	281
sürdürsün	Verb+Verb+Caus+Pos+Imp+A3sg	sür	281
sürdürmüştür	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	sür	281
sürdüremez	Verb+Verb+Caus+Verb+Able+Neg+Aor+A3sg	sür	281
sürdürebilmektedirler	Verb+Verb+Caus+Verb+Able+Pos+Prog2+A3sg+Cop+A3pl	sür	281
sürdürülemezdir	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Aor+A3sg+Cop+A3sg	sür	281
sürdürebiliyorsa	Verb+Verb+Caus+Verb+Able+Pos+Prog1+Cond+A3sg	sür	281
sürdürülen	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	sür	281
sürdüregelmiştir	Verb+Verb+Caus+Verb+EverSince+Pos+Narr+A3sg+Cop+A3sg	sür	281
sürdürmeyeceklerini	Verb+Verb+Caus+Neg+Noun+FutPart+A3pl+P3sg+Acc	sür	281
sürdüremem	Verb+Verb+Caus+Verb+Able+Neg+Aor+A1sg	sür	281
sürdürebilmelerini	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3pl+P3sg+Acc	sür	281
sürdürmesidir	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	sür	281
sürdürdüğünü	Verb+Verb+Caus+Pos+Noun+PastPart+A3sg+P3sg+Acc	sür	281
sürdürülmüş	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	sür	281
sürdürebilecekleri	Verb+Verb+Caus+Verb+Able+Pos+Adj+FutPart+P3pl	sür	281
sürdürmüşlerdi	Verb+Verb+Caus+Pos+Narr+A3pl+Past	sür	281
sürdürüleceğini	Verb+Verb+Caus+Verb+Pass+Pos+Noun+FutPart+A3sg+P3sg+Acc	sür	281
sürdürüleceği	Verb+Verb+Caus+Verb+Pass+Pos+Adj+FutPart+P3sg	sür	281
sürdürebilmenin	Verb+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3sg+Pnon+Gen	sür	281
sürdürmüşken	Verb+Verb+Caus+Pos+Narr+A3sg+Adv+While	sür	281
