word	pos_tag	morph_parse	lemma	correct_form
bitirdi	Verb	Verb+Pos+Past+A3sg	bitir	bitirdi
bulunduğu	Verb	Verb+Pos+Adj+PastPart+P3sg	bulun	bulunduğu
nitelendirilebilecek	Verb	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Fut+A3sg	nitelen	nitelendirilebilecek
kaldığı	Verb	Verb+Pos+Adj+PastPart+P3sg	kal	kaldığı
biliniyor	Verb	Verb+Verb+Pass+Pos+Prog1+A3sg	bil	biliniyor
yapar	Verb	Verb+Pos+Aor+A3sg	yap	yapar
dönüşü	Verb	Verb+Pos+Noun+Inf3+A3sg+P3sg+Nom	dön	dönüşü
edildiği	Verb	Verb+Verb+Pass+Pos+Adj+PastPart+P3sg	et	edildiği
rastlar	Verb	Verb+Pos+Aor+A3sg	rastla	rastlar
verir	Verb	Verb+Pos+Aor+A3sg	ver	verir
katılır	Verb	Verb+Verb+Pass+Pos+Aor+A3sg	kat	katılır
kopuşu	Verb	Verb+Pos+Noun+Inf3+A3sg+P3sg+Nom	kop	kopuşu
ayrılır	Verb	Verb+Verb+Pass+Pos+Aor+A3sg	ayır	ayrılır
etmeye	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Dat	et	etmeye
kurucuları	Verb	Verb+Pos+Noun+Agt+A3pl+P3sg+Nom	kur	kurucuları
alır	Verb	Verb+Pos+Aor+A3sg	al	alır
başlayan	Verb	Verb+Pos+Adj+PresPart	başla	başlayan
sürülür	Verb	Verb+Verb+Pass+Pos+Aor+A3sg	sür	sürülür
tanıştıracak	Verb	Verb+Verb+Caus+Pos+Fut+A3sg	tanış	tanıştıracak
kaçmalarıyla	Verb	Verb+Pos+Noun+Inf2+A3pl+P3sg+Ins	kaç	kaçmalarıyla
başlaması	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Nom	başla	başlaması
gönderilir	Verb	Verb+Verb+Pass+Pos+Aor+A3sg	gönder	gönderilir
tanışır	Verb	Verb+Pos+Aor+A3sg	tanış	tanışır
düşerek	Verb	Verb+Pos+Adv+ByDoingSo	düş	düşerek
gönderilen	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	gönder	gönderilen
çalışma	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom	çalış	çalışma
yürütür	Verb	Verb+Verb+Caus+Pos+Aor+A3sg	yürü	yürütür
tanışıp	Verb	Verb+Pos+Adv+AfterDoingSo	tanış	tanışıp
yürütmeye	Verb	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	yürü	yürütmeye
düşer	Verb	Verb+Pos+Aor+A3sg	düş	düşer
üstlenir	Verb	Verb+Pos+Aor+A3sg	üstlen	üstlenir
örgütlenen	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	örgütle	örgütlenen
çalışmaya	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Dat	çalış	çalışmaya
gelmesi	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Nom	gel	gelmesi
kurulmasıdır	Verb	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	kur	kurulmasıdır
güvenilen	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	güven	güvenilen
görülen	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	gör	görülen
aldığı	Verb	Verb+Pos+Adj+PastPart+P3sg	al	aldığı
geçme	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom	geç	geçme
verme	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom	ver	verme
savaşmak	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	savaş	savaşmak
bulunan	Verb	Verb+Pos+Adj+PresPart	bulun	bulunan
oluşturulur	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	oluş	oluşturulur
verilir	Verb	Verb+Verb+Pass+Pos+Aor+A3sg	ver	verilir
savaşması	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Nom	savaş	savaşması
olmayacak	Verb	Verb+Neg+Fut+A3sg	ol	olmayacak
dağıtılacaktır	Verb	Verb+Verb+Pass+Pos+Fut+A3sg+Cop+A3sg	dağıt	dağıtılacaktır
çıkan	Verb	Verb+Pos+Adj+PresPart	çık	çıkan
çıkartmak	Verb	Verb+Verb+Caus+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	çık	çıkartmak
istediğinden	Verb	Verb+Pos+Noun+PastPart+A3sg+P3sg+Abl	iste	istediğinden
şüphelenen	Verb	Verb+Pos+Adj+PresPart	şüphelen	şüphelenen
vermeyerek	Verb	Verb+Neg+Adv+ByDoingSo	ver	vermeyerek
uğramalarına	Verb	Verb+Pos+Noun+Inf2+A3pl+P3sg+Dat	uğra	uğramalarına
kalırlar	Verb	Verb+Pos+Aor+A3pl	kal	kalırlar
bağlayan	Verb	Verb+Pos+Adj+PresPart	bağla	bağlayan
gönderilmek	Verb	Verb+Verb+Pass+Pos+Noun+Inf1+A3sg+Pnon+Nom	gönder	gönderilmek
bindirildikleri	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PastPart+P3pl	bin	bindirildikleri
öldürüldüler	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3pl	öl	öldürüldüler
etmesinden	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Abl	et	etmesinden
ettiği	Verb	Verb+Pos+Adj+PastPart+P3sg	et	ettiği
bulunarak	Verb	Verb+Pos+Adv+ByDoingSo	bulun	bulunarak
geliştirilmiş	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	geliş	geliştirilmiş
dağıtılabilir	Verb	Verb+Verb+Pass+Verb+Able+Pos+Aor+A3sg	dağıt	dağıtılabilir
değiştirilebilir	Verb	Verb+Verb+Caus+Verb+Pass+Verb+Able+Pos+Aor+A3sg	değiş	değiştirilebilir
kullanılabilir	Verb	Verb+Verb+Pass+Verb+Able+Pos+Aor+A3sg	kullan	kullanılabilir
yapılan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	yap	yapılan
gelmektedir	Verb	Verb+Pos+Prog2+A3sg+Cop+A3sg	gel	gelmektedir
bulunmamaktadır	Verb	Verb+Neg+Prog2+A3sg+Cop+A3sg	bulun	bulunmamaktadır
başlanılarak	Verb	Verb+Verb+Pass+Verb+Pass+Pos+Adv+ByDoingSo	başla	başlanılarak
yazılmıştır	Verb	Verb+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	yaz	yazılmıştır
çalışabilmektedir	Verb	Verb+Verb+Able+Pos+Prog2+A3sg+Cop+A3sg	çalış	çalışabilmektedir
edilmekte	Verb	Verb+Verb+Pass+Pos+Prog2+A3sg	et	edilmekte
kullanılmaktadır	Verb	Verb+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	kullan	kullanılmaktadır
yapılmaktadır	Verb	Verb+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	yap	yapılmaktadır
yayınlanmakta	Verb	Verb+Verb+Pass+Pos+Prog2+A3sg	yayınla	yayınlanmakta
kullanıcılar	Verb	Verb+Pos+Noun+Agt+A3pl+Pnon+Nom	kullan	kullanıcılar
belirlenerek	Verb	Verb+Verb+Pass+Pos+Adv+ByDoingSo	belirle	belirlenerek
düzeltilmekte	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg	düzel	düzeltilmekte
geliştirilmektedir	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	geliş	geliştirilmektedir
durdurulur	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	dur	durdurulur
sunulup	Verb	Verb+Verb+Pass+Pos+Adv+AfterDoingSo	sun	sunulup
geliştirme	Verb	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom	geliş	geliştirme
edilir	Verb	Verb+Verb+Pass+Pos+Aor+A3sg	et	edilir
belirlenip	Verb	Verb+Verb+Pass+Pos+Adv+AfterDoingSo	belirle	belirlenip
düzeltilmektedir	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	düzel	düzeltilmektedir
bakılacak	Verb	Verb+Verb+Pass+Pos+Fut+A3sg	bak	bakılacak
olursa	Verb	Verb+Pos+Aor+Cond+A3sg	ol	olursa
etmez	Verb	Verb+Neg+Aor+A3sg	et	etmez
kullanan	Verb	Verb+Pos+Adj+PresPart	kullan	kullanan
oynatıcı	Verb	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom	oyna	oynatıcı
ederek	Verb	Verb+Pos+Adv+ByDoingSo	et	ederek
kullanıcıya	Verb	Verb+Pos+Noun+Agt+A3sg+Pnon+Dat	kullan	kullanıcıya
sunmaktadır	Verb	Verb+Pos+Prog2+A3sg+Cop+A3sg	sun	sunmaktadır
kullanmakta	Verb	Verb+Pos+Prog2+A3sg	kullan	kullanmakta
içermesi	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Nom	içer	içermesi
kullanmaktadır	Verb	Verb+Pos+Prog2+A3sg+Cop+A3sg	kullan	kullanmaktadır
esinlenerek	Verb	Verb+Verb+Pass+Pos+Adv+ByDoingSo	esinle	esinlenerek
geliştirilmeye	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Dat	geliş	geliştirilmeye
başlanmıştır	Verb	Verb+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	başla	başlanmıştır
yaratmak	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	yarat	yaratmak
oluşturmaya	Verb	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	oluş	oluşturmaya
gönderdiği	Verb	Verb+Pos+Adj+PastPart+P3sg	gönder	gönderdiği
geliştirmekte	Verb	Verb+Verb+Caus+Pos+Prog2+A3sg	geliş	geliştirmekte
olduğunu	Verb	Verb+Pos+Noun+PastPart+A3sg+P3sg+Acc	ol	olduğunu
ilgilenen	Verb	Verb+Pos+Adj+PresPart	ilgilen	ilgilenen
beklediğini	Verb	Verb+Pos+Noun+PastPart+A3sg+P3sg+Acc	bekle	beklediğini
yazdı	Verb	Verb+Pos+Past+A3sg	yaz	yazdı
yayınladı	Verb	Verb+Pos+Past+A3sg	yayınla	yayınladı
doldurmasıdır	Verb	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	dol	doldurmasıdır
yaratılacak	Verb	Verb+Verb+Pass+Pos+Fut+A3sg	yarat	yaratılacak
bitmişti	Verb	Verb+Pos+Narr+Past+A3sg	bit	bitmişti
Yapılmayan	Verb	Verb+Verb+Pass+Neg+Adj+PresPart	yap	Yapılmayan
kapatılmış	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg	kapa	kapatılmış
esinlendiği	Verb	Verb+Verb+Pass+Pos+Adj+PastPart+P3sg	esinle	esinlendiği
çalışmasıyla	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Ins	çalış	çalışmasıyla
atılmıştır	Verb	Verb+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	at	atılmıştır
getirmiştir	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	getir	getirmiştir
yazılmış	Verb	Verb+Verb+Pass+Pos+Narr+A3sg	yaz	yazılmış
çalışmalar	Verb	Verb+Pos+Noun+Inf2+A3pl+Pnon+Nom	çalış	çalışmalar
aktarılmıştır	Verb	Verb+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	aktar	aktarılmıştır
sağlayabilir	Verb	Verb+Verb+Able+Pos+Aor+A3sg	sağla	sağlayabilir
getirilmiştir	Verb	Verb+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	getir	getirilmiştir
oluşturduğu	Verb	Verb+Verb+Caus+Pos+Adj+PastPart+P3sg	oluş	oluşturduğu
gelebilen	Verb	Verb+Verb+Able+Pos+Adj+PresPart	gel	gelebilen
kurabilen	Verb	Verb+Verb+Able+Pos+Adj+PresPart	kur	kurabilen
kullanabilen	Verb	Verb+Verb+Able+Pos+Adj+PresPart	kullan	kullanabilen
birleşmiştir	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	birleş	birleşmiştir
çalışırken	Verb	Verb+Pos+Aor+A3sg+Adv+While	çalış	çalışırken
yüklenmiştir	Verb	Verb+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	yükle	yüklenmiştir
pazarlamaya	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Dat	pazarla	pazarlamaya
dağıtılabilen	Verb	Verb+Verb+Pass+Verb+Able+Pos+Adj+PresPart	dağıt	dağıtılabilen
çıkarmak	Verb	Verb+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Nom	çık	çıkarmak
başlatılmıştır	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	başla	başlatılmıştır
almasındaki	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Loc+Adj+Rel	al	almasındaki
olması	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Nom	ol	olması
içermemesidir	Verb	Verb+Neg+Noun+Inf2+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	içer	içermemesidir
etmektedir	Verb	Verb+Pos+Prog2+A3sg+Cop+A3sg	et	etmektedir
geliştirilmesi	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	geliş	geliştirilmesi
olup	Verb	Verb+Pos+Adv+AfterDoingSo	ol	olup
bulunur	Verb	Verb+Pos+Aor+A3sg	bulun	bulunur
kullanılması	Verb	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	kullan	kullanılması
planlanan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	planla	planlanan
tamamlanamamıştır	Verb	Verb+Verb+Pass+Verb+Able+Neg+Narr+A3sg+Cop+A3sg	tamamla	tamamlanamamıştır
doldurmuştur	Verb	Verb+Verb+Caus+Pos+Narr+A3sg+Cop+A3sg	dol	doldurmuştur
çıkarılamamasına	Verb	Verb+Verb+Caus+Verb+Pass+Verb+Able+Neg+Noun+Inf2+A3sg+P3sg+Dat	çık	çıkarılamamasına
geliştirilen	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	geliş	geliştirilen
oluşturdu	Verb	Verb+Verb+Caus+Pos+Past+A3sg	oluş	oluşturdu
söylediğine	Verb	Verb+Pos+Noun+PastPart+A3sg+P3sg+Dat	söyle	söylediğine
olsaydı	Verb	Verb+Pos+Desr+Past+A3sg	ol	olsaydı
yaratmayı	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Acc	yarat	yaratmayı
düşünmek	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	düşün	düşünmek
olmayabilirdi	Verb	Verb+Neg+Verb+Able+Aor+Past+A3sg	ol	olmayabilirdi
ayırmak	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	ayır	ayırmak
kullanılan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	kullan	kullanılan
katıldığında	Verb	Verb+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Loc	kat	katıldığında
almaya	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Dat	al	almaya
çalıştı	Verb	Verb+Pos+Past+A3sg	çalış	çalıştı
olamadı	Verb	Verb+Verb+Able+Neg+Past+A3sg	ol	olamadı
kullanıcıların	Verb	Verb+Pos+Noun+Agt+A3pl+Pnon+Gen	kullan	kullanıcıların
öğrenmelerini	Verb	Verb+Pos+Noun+Inf2+A3pl+P3sg+Acc	öğren	öğrenmelerini
çıkılarak	Verb	Verb+Verb+Pass+Pos+Adv+ByDoingSo	çık	çıkılarak
kullanmak	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	kullan	kullanmak
geliştirmeler	Verb	Verb+Verb+Caus+Pos+Noun+Inf2+A3pl+Pnon+Nom	geliş	geliştirmeler
yapılarak	Verb	Verb+Verb+Pass+Pos+Adv+ByDoingSo	yap	yapılarak
oluşturulmuştur	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	oluş	oluşturulmuştur
geliştirmeye	Verb	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Dat	geliş	geliştirmeye
başlamıştır	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	başla	başlamıştır
kullanılabilmektedir	Verb	Verb+Verb+Pass+Verb+Able+Pos+Prog2+A3sg+Cop+A3sg	kullan	kullanılabilmektedir
sağlayabilecek	Verb	Verb+Verb+Able+Pos+Fut+A3sg	sağla	sağlayabilecek
ulaşılabilir	Verb	Verb+Verb+Pass+Verb+Able+Pos+Aor+A3sg	ulaş	ulaşılabilir
kullanmaya	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Dat	kullan	kullanmaya
başlayanlar	Verb	Verb+Pos+Adj+PresPart+Noun+A3pl+Pnon+Nom	başla	başlayanlar
sağlıyordu	Verb	Verb+Pos+Prog1+Past+A3sg	sağla	sağlıyordu
çalışmaları	Verb	Verb+Pos+Noun+Inf2+A3pl+P3sg+Nom	çalış	çalışmaları
yönetmeye	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Dat	yönet	yönetmeye
destekleyen	Verb	Verb+Pos+Adj+PresPart	destekle	destekleyen
geliştirmektedirler	Verb	Verb+Verb+Caus+Pos+Prog2+A3sg+Cop+A3pl	geliş	geliştirmektedirler
içermekte	Verb	Verb+Pos+Prog2+A3sg	içer	içermekte
kullanıcı	Verb	Verb+Pos+Noun+Agt+A3sg+Pnon+Nom	kullan	kullanıcı
kapsamaktadır	Verb	Verb+Pos+Prog2+A3sg+Cop+A3sg	kapsa	kapsamaktadır
vurgulanan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	vurgula	vurgulanan
çalışır	Verb	Verb+Pos+Aor+A3sg	çalış	çalışır
kullanıcılarına	Verb	Verb+Pos+Noun+Agt+A3pl+P3sg+Dat	kullan	kullanıcılarına
edilerek	Verb	Verb+Verb+Pass+Pos+Adv+ByDoingSo	et	edilerek
sunulmaktadır	Verb	Verb+Verb+Pass+Pos+Prog2+A3sg+Cop+A3sg	sun	sunulmaktadır
getiren	Verb	Verb+Pos+Adj+PresPart	getir	getiren
derlenmiş	Verb	Verb+Verb+Pass+Pos+Narr+A3sg	derle	derlenmiş
süren	Verb	Verb+Pos+Adj+PresPart	sür	süren
sıralanabilir	Verb	Verb+Verb+Pass+Verb+Able+Pos+Aor+A3sg	sırala	sıralanabilir
geliştirmeyi	Verb	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	geliş	geliştirmeyi
gösterilebilir	Verb	Verb+Verb+Pass+Verb+Able+Pos+Aor+A3sg	göster	gösterilebilir
etmek	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	et	etmek
geliştirilmekte	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Prog2+A3sg	geliş	geliştirilmekte
kullanıcılarının	Verb	Verb+Pos+Noun+Agt+A3pl+P3sg+Gen	kullan	kullanıcılarının
paketlenerek	Verb	Verb+Verb+Pass+Pos+Adv+ByDoingSo	paketle	paketlenerek
görünen	Verb	Verb+Pos+Adj+PresPart	görün	görünen
kullandığı	Verb	Verb+Pos+Adj+PastPart+P3sg	kullan	kullandığı
satılmış	Verb	Verb+Verb+Pass+Pos+Narr+A3sg	sat	satılmış
alınarak	Verb	Verb+Pos+Adv+ByDoingSo	alın	alınarak
belirtilmiştir	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	belir	belirtilmiştir
satılan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	sat	satılan
yüklenerek	Verb	Verb+Verb+Pass+Pos+Adv+ByDoingSo	yükle	yüklenerek
içermemektedir	Verb	Verb+Neg+Prog2+A3sg+Cop+A3sg	içer	içermemektedir
yayınladığı	Verb	Verb+Pos+Adj+PastPart+P3sg	yayınla	yayınladığı
karşılaştırıldığında	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Noun+PastPart+A3sg+P3sg+Loc	karşılaş	karşılaştırıldığında
vereceğini	Verb	Verb+Pos+Noun+FutPart+A3sg+P3sg+Acc	ver	vereceğini
satacağını	Verb	Verb+Pos+Noun+FutPart+A3sg+P3sg+Acc	sat	satacağını
bildirdi	Verb	Verb+Verb+Caus+Pos+Past+A3sg	bil	bildirdi
başlanan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	başla	başlanan
seçilmiştir	Verb	Verb+Verb+Pass+Pos+Narr+A3sg+Cop+A3sg	seç	seçilmiştir
olmaktadırlar	Verb	Verb+Pos+Prog2+A3sg+Cop+A3pl	ol	olmaktadırlar
alıcılar	Verb	Verb+Pos+Noun+Agt+A3pl+Pnon+Nom	al	alıcılar
getirmesini	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Acc	getir	getirmesini
gerektirir	Verb	Verb+Verb+Caus+Pos+Aor+A3sg	gerek	gerektirir
kullanabilir	Verb	Verb+Verb+Able+Pos+Aor+A3sg	kullan	kullanabilir
kullanır	Verb	Verb+Pos+Aor+A3sg	kullan	kullanır
geçmeyeceğini	Verb	Verb+Neg+Noun+FutPart+A3sg+P3sg+Acc	geç	geçmeyeceğini
belirtir	Verb	Verb+Verb+Caus+Pos+Aor+A3sg	belir	belirtir
yasaklayan	Verb	Verb+Pos+Adj+PresPart	yasakla	yasaklayan
sevmemektedir	Verb	Verb+Neg+Prog2+A3sg+Cop+A3sg	sev	sevmemektedir
bulan	Verb	Verb+Pos+Adj+PresPart	bul	bulan
almak	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	al	almak
kullanışsız	Verb	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom+Adj+Without	kullan	kullanışsız
olacaktır	Verb	Verb+Pos+Fut+A3sg+Cop+A3sg	ol	olacaktır
edilen	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	et	edilen
