word	pos_tag	morph_parse	lemma	correct_form
yanında	Noun	Noun+A3sg+P3sg+Loc	yan	yanında
savaşmıştır	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	savaş	savaşmıştır
.	Punc	Punc	.	.
Tuğrul	Noun	Noun+Prop+A3sg+Pnon+Nom	Tuğrul	Tuğrul
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
bu	Det	Det	bu	bu
savaşta	Noun	Noun+A3sg+Pnon+Loc	savaş	savaşta
""""	Punc	Punc	""""	""""
Wang-han	UnDef	UnDef	Wang-han	Wang-han
""""	Punc	Punc	""""	""""
ünvanını	UnDef	UnDef	ünvanını	ünvanını
almıştır	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	al	almıştır
.	Punc	Punc	.	.
Tuğrul	Noun	Noun+Prop+A3sg+Pnon+Nom	Tuğrul	Tuğrul
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
oğlu	Noun	Noun+A3sg+P3sg+Nom	oğul	oğlu
Sengün	Noun	Noun+Prop+A3sg+Pnon+Nom	Sengün	Sengün
;	Punc	Punc	;	;
Temuçin'in	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Temuçin	Temuçin'in
büyüyen	Verb	Verb+Pos+Adj+PresPart	büyü	büyüyen
gücünü	Noun	Noun+A3sg+P3sg+Acc	güç	gücünü
kıskanmış	Verb	Verb+Pos+Narr+A3sg	kıskan	kıskanmış
ve	Conj	Conj	ve	ve
o'na	UnDef	UnDef	o'na	o'na
suikast	Noun	Noun+A3sg+Pnon+Nom	suikast	suikast
planı	Noun	Noun+A3sg+P3sg+Nom	plan	planı
yapmıştı	Verb	Verb+Pos+Narr+Past+A3sg	yap	yapmıştı
.	Punc	Punc	.	.
Tuğrul	Noun	Noun+Prop+A3sg+Pnon+Nom	Tuğrul	Tuğrul
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
da	Conj	Conj	da	da
oğlunun	Noun	Noun+A3sg+P3sg+Gen	oğul	oğlunun
önerisine	Noun	Noun+A3sg+P3sg+Dat	öneri	önerisine
izin	Noun	Noun+A3sg+Pnon+Nom	izin	izin
vermiş	Verb	Verb+Pos+Narr+A3sg	ver	vermiş
ve	Conj	Conj	ve	ve
Temuçin'in	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Temuçin	Temuçin'in
karşısına	Noun	Noun+A3sg+P3sg+Dat	karşı	karşısına
gizli	Adj	Adj	gizli	gizli
de	Conj	Conj	de	de
olsa	Verb	Verb+Pos+Desr+A3sg	ol	olsa
geçmişti	Verb	Verb+Pos+Narr+Past+A3sg	geç	geçmişti
.	Punc	Punc	.	.
Temuçin	Noun	Noun+Prop+A3sg+Pnon+Nom	Temuçin	Temuçin
Sengum'un	UnDef	UnDef	Sengum'un	Sengum'un
isteklerini	Noun	Noun+A3pl+P3sg+Acc	istek	isteklerini
öğrenince	Verb	Verb+Pos+Adv+When	öğren	öğrenince
,	Punc	Punc	,	,
O'nu	UnDef	UnDef	O'nu	O'nu
ve	Conj	Conj	ve	ve
yandaşlarını	Noun	Noun+A3pl+P3sg+Acc	yandaş	yandaşlarını
mağlup	Adj	Adj	mağlup	mağlup
etti	Verb	Verb+Pos+Past+A3sg	et	etti
.	Punc	Punc	.	.
Tuğrul	Noun	Noun+Prop+A3sg+Pnon+Nom	Tuğrul	Tuğrul
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
ve	Conj	Conj	ve	ve
Temuçin	Noun	Noun+Prop+A3sg+Pnon+Nom	Temuçin	Temuçin
arasındaki	Noun	Noun+A3sg+P3sg+Loc+Adj+Rel	ara	arasındaki
uzaklaşma	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom	uzaklaş	uzaklaşma
ise	Verb	Verb+Pos+Cond+A3sg	i	ise
,	Punc	Punc	,	,
Tuğrul	Noun	Noun+Prop+A3sg+Pnon+Nom	Tuğrul	Tuğrul
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
kızını	Noun	Noun+A3sg+P3sg+Acc	kız	kızını
Temuçin'in	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Temuçin	Temuçin'in
oğlu	Noun	Noun+A3sg+P3sg+Nom	oğul	oğlu
Cuci'ye	Noun	Noun+Prop+A3sg+Pnon+Apos+Dat	Cuci	Cuci'ye
vermek	Verb	Verb+Pos+Noun+Inf1+A3sg+Pnon+Nom	ver	vermek
istememesiyle	Verb	Verb+Neg+Noun+Inf2+A3sg+P3sg+Ins	iste	istememesiyle
başladı	Verb	Verb+Pos+Past+A3sg	başla	başladı
.	Punc	Punc	.	.
Bununla	Pron	Pron+Demons+A3sg+Pnon+Ins	bu	Bununla
da	Conj	Conj	da	da
ayrı	Adj	Adj	ayrı	ayrı
düşen	Verb	Verb+Pos+Adj+PresPart	düş	düşen
Tuğrul	Noun	Noun+Prop+A3sg+Pnon+Nom	Tuğrul	Tuğrul
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
ve	Conj	Conj	ve	ve
Temuçin	Noun	Noun+Prop+A3sg+Pnon+Nom	Temuçin	Temuçin
aralarında	Noun	Noun+A3pl+P3sg+Loc	ara	aralarında
savaş	Noun	Noun+A3sg+Pnon+Nom	savaş	savaş
doğdu	Verb	Verb+Pos+Past+A3sg	doğ	doğdu
.	Punc	Punc	.	.
Tuğrul	Noun	Noun+Prop+A3sg+Pnon+Nom	Tuğrul	Tuğrul
Camuka	UnDef	UnDef	Camuka	Camuka
ile	Postp	Postp+PCNom	ile	ile
ittifak	Noun	Noun+A3sg+Pnon+Nom	ittifak	ittifak
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
Temuçin'e	Noun	Noun+Prop+A3sg+Pnon+Apos+Dat	Temuçin	Temuçin'e
karşı	Postp	Postp+PCDat	karşı	karşı
geldiler	Verb	Verb+Pos+Past+A3pl	gel	geldiler
.	Punc	Punc	.	.
İttifakın	Noun	Noun+A3sg+Pnon+Gen	ittifak	İttifakın
kabilelerinden	Noun	Noun+A3pl+P3sg+Abl	kabile	kabilelerinden
birçok	Det	Det	birçok	birçok
üyenin	Noun	Noun+A3sg+Pnon+Gen	üye	üyenin
de	Conj	Conj	de	de
Temuçin'in	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Temuçin	Temuçin'in
saflarında	Noun	Noun+A3pl+P3sg+Loc	saf	saflarında
yer	Noun	Noun+A3sg+Pnon+Nom	yer	yer
almasıyla	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Ins	al	almasıyla
;	Punc	Punc	;	;
Tuğrul	Noun	Noun+Prop+A3sg+Pnon+Nom	Tuğrul	Tuğrul
bozguna	Noun	Noun+A3sg+Pnon+Dat	bozgun	bozguna
uğratıldı	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	uğra	uğratıldı
.	Punc	Punc	.	.
Bu	Det	Det	bu	Bu
bozgun	Adj	Adj	bozgun	bozgun
sonunda	Adv	Adv	sonunda	sonunda
da	Conj	Conj	da	da
Kerait	UnDef	UnDef	Kerait	Kerait
kabilesi	Noun	Noun+A3sg+P3sg+Nom	kabile	kabilesi
tamamen	Adv	Adv	tamamen	tamamen
yokoldu	UnDef	UnDef	yokoldu	yokoldu
.	Punc	Punc	.	.
Bir	Det	Det	bir	Bir
sonraki	Noun	Noun+A3sg+Pnon+Nom+Adj+Rel	sonra	sonraki
tehdit	Noun	Noun+A3sg+Pnon+Nom	tehdit	tehdit
ise	Verb	Verb+Pos+Cond+A3sg	i	ise
Naymanlardan	Noun	Noun+Prop+A3pl+Pnon+Abl	Nayman	Naymanlardan
geldi	Verb	Verb+Pos+Past+A3sg	gel	geldi
.	Punc	Punc	.	.
Camuka	UnDef	UnDef	Camuka	Camuka
savaş	Noun	Noun+A3sg+Pnon+Nom	savaş	savaş
sonrası	Noun	Noun+A3sg+P3sg+Nom	sonra	sonrası
buraya	Noun	Noun+A3sg+Pnon+Dat	bura	buraya
kaçmış	Verb	Verb+Pos+Narr+A3sg	kaç	kaçmış
ve	Conj	Conj	ve	ve
takipçileri	Noun	Noun+A3sg+Pnon+Nom+Noun+Agt+A3pl+P3sg+Nom	takip	takipçileri
ile	Postp	Postp+PCNom	ile	ile
beraber	Adj	Adj	beraber	beraber
sığınmıştı	Verb	Verb+Pos+Narr+Past+A3sg	sığın	sığınmıştı
.	Punc	Punc	.	.
Naymanlar	Noun	Noun+Prop+A3pl+Pnon+Nom	Nayman	Naymanlar
Temuçin'e	Noun	Noun+Prop+A3sg+Pnon+Apos+Dat	Temuçin	Temuçin'e
karşı	Postp	Postp+PCDat	karşı	karşı
teslim	Noun	Noun+A3sg+Pnon+Nom	teslim	teslim
olmadılar	Verb	Verb+Neg+Past+A3pl	ol	olmadılar
ama	Conj	Conj	ama	ama
yeteri	Noun	Noun+Prop+A3sg+P3sg+Nom	Yeter	yeteri
kadar	Postp	Postp+PCDat	kadar	kadar
birlikleri	Noun	Noun+A3pl+P3sg+Nom	birlik	birlikleri
Temuçin'i	Noun	Noun+Prop+A3sg+Pnon+Apos+Acc	Temuçin	Temuçin'i
desteklemeyi	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Acc	destekle	desteklemeyi
tercih	Noun	Noun+A3sg+Pnon+Nom	tercih	tercih
ettiler	Verb	Verb+Pos+Past+A3pl	et	ettiler
.	Punc	Punc	.	.
1201'de	Num	Num+Noun+Apos+A3sg+Pnon+Loc	1201	1201'de
Kurultay	Noun	Noun+A3sg+Pnon+Nom	kurultay	Kurultay
Camuka'yı	UnDef	UnDef	Camuka'yı	Camuka'yı
Gür	Adj	Adj	gür	Gür
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
,	Punc	Punc	,	,
kainatsal	UnDef	UnDef	kainatsal	kainatsal
yönetici	Noun	Noun+A3sg+Pnon+Nom	yönetici	yönetici
,	Punc	Punc	,	,
olarak	Verb	Verb+Pos+Adv+ByDoingSo	ol	olarak
seçti	Verb	Verb+Pos+Past+A3sg	seç	seçti
.	Punc	Punc	.	.
Camuka'nın	UnDef	UnDef	Camuka'nın	Camuka'nın
bu	Det	Det	bu	bu
hareketi	Noun	Noun+A3sg+P3sg+Nom	hareket	hareketi
Temuçin	Noun	Noun+Prop+A3sg+Pnon+Nom	Temuçin	Temuçin
karşısındaki	Noun	Noun+A3sg+P3sg+Loc+Adj+Rel	karşı	karşısındaki
en	Adv	Adv	en	en
son	Adj	Adj	son	son
taşkınlığı	Noun	Noun+A3sg+P3sg+Nom	taşkınlık	taşkınlığı
oldu	Verb	Verb+Pos+Past+A3sg	ol	oldu
.	Punc	Punc	.	.
Camuka	UnDef	UnDef	Camuka	Camuka
Temuçin	Noun	Noun+Prop+A3sg+Pnon+Nom	Temuçin	Temuçin
karşısındaki	Noun	Noun+A3sg+P3sg+Loc+Adj+Rel	karşı	karşısındaki
kabileler	Noun	Noun+A3pl+Pnon+Nom	kabile	kabileler
ile	Postp	Postp+PCNom	ile	ile
bir	Det	Det	bir	bir
koalisyon	Noun	Noun+A3sg+Pnon+Nom	koalisyon	koalisyon
kurup	Verb	Verb+Pos+Adv+AfterDoingSo	kur	kurup
Temuçin'e	Noun	Noun+Prop+A3sg+Pnon+Apos+Dat	Temuçin	Temuçin'e
karşı	Postp	Postp+PCDat	karşı	karşı
tekrar	Adv	Adv	tekrar	tekrar
savaş	Noun	Noun+A3sg+Pnon+Nom	savaş	savaş
açtı	Verb	Verb+Pos+Past+A3sg	aç	açtı
.	Punc	Punc	.	.
Bu	Det	Det	bu	Bu
sorundan	Noun	Noun+A3sg+Pnon+Abl	sorun	sorundan
önce	Postp	Postp+PCAbl	önce	önce
,	Punc	Punc	,	,
yine	Adv	Adv	yine	yine
de	Conj	Conj	de	de
,	Punc	Punc	,	,
bazı	Adj	Adj	bazı	bazı
generalleri	Noun	Noun+A3pl+P3sg+Nom	general	generalleri
Camuka'dan	UnDef	UnDef	Camuka'dan	Camuka'dan
ayrıldı	Verb	Verb+Verb+Pass+Pos+Past+A3sg	ayır	ayrıldı
;	Punc	Punc	;	;
aralarında	Noun	Noun+A3pl+P3sg+Loc	ara	aralarında
Temuçin'in	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Temuçin	Temuçin'in
generallerinden	Noun	Noun+A3pl+P3sg+Abl	general	generallerinden
Cebe	Noun	Noun+A3sg+Pnon+Dat	cep	Cebe
Noyan'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Noyan	Noyan'ın
tanınan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	tanı	tanınan
kardeşi	Noun	Noun+A3sg+P3sg+Nom	kardeş	kardeşi
Sübüdey	UnDef	UnDef	Sübüdey	Sübüdey
Noyan	Noun	Noun+Prop+A3sg+Pnon+Nom	Noyan	Noyan
da	Conj	Conj	da	da
vardı	Verb	Verb+Pos+Past+A3sg	var	vardı
.	Punc	Punc	.	.
Birkaç	Det	Det	birkaç	Birkaç
muharebe	Noun	Noun+A3sg+Pnon+Nom	muharebe	muharebe
sonrasında	Noun	Noun+A3sg+P3sg+Loc	sonra	sonrasında
,	Punc	Punc	,	,
Camuka'nun	UnDef	UnDef	Camuka'nun	Camuka'nun
orduları	Noun	Noun+A3pl+P3sg+Nom	ordu	orduları
tamamen	Adv	Adv	tamamen	tamamen
yenildi	Verb	Verb+Verb+Pass+Pos+Past+A3sg	yen(II)	yenildi
ve	Conj	Conj	ve	ve
Temuçin'e	Noun	Noun+Prop+A3sg+Pnon+Apos+Dat	Temuçin	Temuçin'e
esir	Noun	Noun+A3sg+Pnon+Nom	esir	esir
düştü	Verb	Verb+Pos+Past+A3sg	düş	düştü
.	Punc	Punc	.	.
""""	Punc	Punc	""""	""""
Gizli	Adj	Adj	gizli	Gizli
Tarih'e	Noun	Noun+A3sg+Pnon+Apos+Dat	tarih	Tarih'e
""""	Punc	Punc	""""	""""
göre	Postp	Postp+PCDat	göre	göre
,	Punc	Punc	,	,
Temuçin	Noun	Noun+Prop+A3sg+Pnon+Nom	Temuçin	Temuçin
Camuka'ya	UnDef	UnDef	Camuka'ya	Camuka'ya
tekrar	Adv	Adv	tekrar	tekrar
arkadaş	Noun	Noun+A3sg+Pnon+Nom	arkadaş	arkadaş
olmalarını	Verb	Verb+Pos+Noun+Inf2+A3pl+P3sg+Acc	ol	olmalarını
ve	Conj	Conj	ve	ve
yanında	Noun	Noun+A3sg+P3sg+Loc	yan	yanında
olmasını	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Acc	ol	olmasını
teklif	Noun	Noun+A3sg+Pnon+Nom	teklif	teklif
etti	Verb	Verb+Pos+Past+A3sg	et	etti
.	Punc	Punc	.	.
Camuka	UnDef	UnDef	Camuka	Camuka
bunu	Pron	Pron+Demons+A3sg+Pnon+Acc	bu	bunu
redetti	UnDef	UnDef	redetti	redetti
ve	Conj	Conj	ve	ve
onurlu	Noun	Noun+A3sg+Pnon+Nom+Adj+With	onur	onurlu
bir	Det	Det	bir	bir
ölüm	Noun	Noun+A3sg+Pnon+Nom	ölüm	ölüm
(	Punc	Punc	(	(
kansız	Noun	Noun+A3sg+Pnon+Nom+Adj+Without	kan	kansız
,	Punc	Punc	,	,
boynu	Noun	Noun+A3sg+P3sg+Nom	boyun	boynu
kırılarak	Verb	Verb+Verb+Pass+Pos+Adv+ByDoingSo	kır	kırılarak
)	Punc	Punc	)	)
istediğini	Verb	Verb+Pos+Noun+PastPart+A3sg+P3sg+Acc	iste	istediğini
iletti	Verb	Verb+Pos+Past+A3sg	ilet	iletti
.	Punc	Punc	.	.
Naymanlarla	Noun	Noun+Prop+A3pl+Pnon+Ins	Nayman	Naymanlarla
olan	Verb	Verb+Pos+Adj+PresPart	ol	olan
Merkit	UnDef	UnDef	Merkit	Merkit
kabileleri	Noun	Noun+A3pl+P3sg+Nom	kabile	kabileleri
de	Conj	Conj	de	de
Sübüdey	UnDef	UnDef	Sübüdey	Sübüdey
Noyan	Noun	Noun+Prop+A3sg+Pnon+Nom	Noyan	Noyan
tarafından	Noun	Noun+A3sg+P3sg+Abl	taraf	tarafından
bozguna	Noun	Noun+A3sg+Pnon+Dat	bozgun	bozguna
uğratıldı	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	uğra	uğratıldı
ve	Conj	Conj	ve	ve
tamamı	Noun	Noun+Prop+A3sg+P3sg+Nom	Tamam	tamamı
öldürüldü	Verb	Verb+Verb+Caus+Verb+Pass+Pos+Past+A3sg	öl	öldürüldü
.	Punc	Punc	.	.
Sübüdey	UnDef	UnDef	Sübüdey	Sübüdey
daha	Adv	Adv	daha	daha
sonda	Noun	Noun+A3sg+Pnon+Loc	son	sonda
da	Conj	Conj	da	da
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
en	Adv	Adv	en	en
büyük	Adj	Adj	büyük	büyük
kumandanlarından	Noun	Noun+A3pl+P3sg+Abl	kumandan	kumandanlarından
biri	Pron	Pron+Quant+A3sg+P3sg+Nom	biri	biri
oldu	Verb	Verb+Pos+Past+A3sg	ol	oldu
.	Punc	Punc	.	.
Naymanların	Noun	Noun+Prop+A3pl+Pnon+Gen	Nayman	Naymanların
yenilmesi	Verb	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Nom	yen(II)	yenilmesi
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ı	Noun	Noun+Prop+A3sg+Pnon+Apos+Acc	Han	Han'ı
Moğolistan'daki	Noun	Noun+Prop+A3sg+Pnon+Apos+Loc+Adj+Rel	Moğolistan	Moğolistan'daki
tek	Adj	Adj	tek	tek
hükümdar	Noun	Noun+Prop+A3sg+Pnon+Nom	Hükümdar	hükümdar
yaptı	Verb	Verb+Pos+Past+A3sg	yap	yaptı
.	Punc	Punc	.	.
Tüm	Det	Det	tüm	Tüm
konfederasyonlar	Noun	Noun+A3pl+Pnon+Nom	konfederasyon	konfederasyonlar
birleşerek	Verb	Verb+Pos+Adv+ByDoingSo	birleş	birleşerek
Moğollar	Noun	Noun+A3pl+Pnon+Nom	Moğol	Moğollar
oldular	Verb	Verb+Pos+Past+A3pl	ol	oldular
.	Punc	Punc	.	.
1206'da	Num	Num+Noun+Apos+A3sg+Pnon+Loc	1206	1206'da
,	Punc	Punc	,	,
Temuçin	Noun	Noun+Prop+A3sg+Pnon+Nom	Temuçin	Temuçin
Merkitler'i	UnDef	UnDef	Merkitler'i	Merkitler'i
,	Punc	Punc	,	,
Naymanlar'ı	Noun	Noun+Prop+A3pl+Pnon+Apos+Acc	Nayman	Naymanlar'ı
,	Punc	Punc	,	,
Moğollar'ı	Noun	Noun+A3pl+Pnon+Apos+Acc	Moğol	Moğollar'ı
,	Punc	Punc	,	,
Uygurlar'ı	Noun	Noun+A3pl+Pnon+Apos+Acc	Uygur	Uygurlar'ı
,	Punc	Punc	,	,
Keraitler'i	UnDef	UnDef	Keraitler'i	Keraitler'i
,	Punc	Punc	,	,
Tatarlar'ı	Noun	Noun+A3pl+Pnon+Apos+Acc	Tatar	Tatarlar'ı
ve	Conj	Conj	ve	ve
diğer	Adj	Adj	diğer	diğer
küçük	Adj	Adj	küçük	küçük
kabileleri	Noun	Noun+A3pl+P3sg+Nom	kabile	kabileleri
liderliği	Noun	Noun+A3sg+P3sg+Nom	liderlik	liderliği
,	Punc	Punc	,	,
arzusu	Noun	Noun+A3sg+P3sg+Nom	arzu	arzusu
ve	Conj	Conj	ve	ve
isteğiyle	Noun	Noun+A3sg+P3sg+Ins	istek	isteğiyle
birleştirdi	Verb	Verb+Verb+Caus+Pos+Past+A3sg	birleş	birleştirdi
.	Punc	Punc	.	.
Bu	Det	Det	bu	Bu
uzun	Adj	Adj	uzun	uzun
süredir	Noun	Noun+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	süre	süredir
Çin	Noun	Noun+Prop+A3sg+Pnon+Nom	Çin	Çin
imparatorluklarına	Noun	Noun+A3pl+P3sg+Dat	imparatorluk	imparatorluklarına
karşı	Postp	Postp+PCDat	karşı	karşı
birleşemeyen	Verb	Verb+Verb+Able+Neg+Adj+PresPart	birleş	birleşemeyen
Moğolları	Noun	Noun+A3pl+P3sg+Nom	Moğol	Moğolları
birleştirmiş	Verb	Verb+Verb+Caus+Pos+Narr+A3sg	birleş	birleştirmiş
,	Punc	Punc	,	,
ve	Conj	Conj	ve	ve
tarihî	Adj	Adj	tarihî	tarihî
bir	Det	Det	bir	bir
an	Noun	Noun+A3sg+Pnon+Nom	an(II)	an
olmuştur	Verb	Verb+Pos+Narr+A3sg+Cop+A3sg	ol	olmuştur
.	Punc	Punc	.	.
Kurultay'ın	Noun	Noun+A3sg+Pnon+Apos+Gen	kurultay	Kurultay'ın
tekrar	Adv	Adv	tekrar	tekrar
toplanmasıyla	Verb	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Ins	topla	toplanmasıyla
,	Punc	Punc	,	,
Temuçin	Noun	Noun+Prop+A3sg+Pnon+Nom	Temuçin	Temuçin
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
ismini	Noun	Noun+A3sg+P3sg+Acc	isim	ismini
aldı	Verb	Verb+Pos+Past+A3sg	al	aldı
.	Punc	Punc	.	.
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
öldükten	Verb	Verb+Pos+Noun+PastPart+A3sg+Pnon+Abl	öl	öldükten
sonraya	Noun	Noun+A3sg+Pnon+Dat	sonra	sonraya
kadar	Postp	Postp+PCDat	kadar	kadar
Kağan	Noun	Noun+Prop+A3sg+Pnon+Nom	Kağan	Kağan
unvanını	Noun	Noun+A3sg+P3sg+Acc	unvan	unvanını
alamasa	Verb	Verb+Verb+Able+Neg+Desr+A3sg	al	alamasa
da	Conj	Conj	da	da
;	Punc	Punc	;	;
oğlu	Noun	Noun+A3sg+P3sg+Nom	oğul	oğlu
Ögeday	Noun	Noun+Prop+A3sg+Pnon+Nom	Ögeday	Ögeday
bu	Det	Det	bu	bu
unvanı	Noun	Noun+A3sg+P3sg+Nom	unvan	unvanı
alınca	Verb	Verb+Pos+Adv+When	al	alınca
babasına	Noun	Noun+A3sg+P3sg+Dat	baba	babasına
verdi	Verb	Verb+Pos+Past+A3sg	ver	verdi
.	Punc	Punc	.	.
Bu	Det	Det	bu	Bu
birleşme	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom	birleş	birleşme
ile	Postp	Postp+PCNom	ile	ile
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han	Noun	Noun+A3sg+Pnon+Nom	han	Han
uzun	Adj	Adj	uzun	uzun
süredir	Noun	Noun+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	süre	süredir
aralarında	Noun	Noun+A3pl+P3sg+Loc	ara	aralarında
savaşan	Verb	Verb+Pos+Adj+PresPart	savaş	savaşan
kabileler	Noun	Noun+A3pl+Pnon+Nom	kabile	kabileler
arasında	Noun	Noun+A3sg+P3sg+Loc	ara	arasında
bir	Det	Det	bir	bir
barış	Noun	Noun+A3sg+Pnon+Nom	barış	barış
sağlamış	Verb	Verb+Pos+Narr+A3sg	sağla	sağlamış
olsa	Verb	Verb+Pos+Desr+A3sg	ol	olsa
da	Conj	Conj	da	da
,	Punc	Punc	,	,
Moğol	Adj	Adj	Moğol	Moğol
İmparatorluğu'nun	Noun	Noun+A3sg+P3sg+Apos+Gen	imparatorluk	İmparatorluğu'nun
diğer	Adj	Adj	diğer	diğer
milletlerle	Noun	Noun+A3pl+Pnon+Ins	millet	milletlerle
olan	Verb	Verb+Pos+Adj+PresPart	ol	olan
savaşı	Noun	Noun+A3sg+P3sg+Nom	savaş	savaşı
ömrünün	Noun	Noun+A3sg+P3sg+Gen	ömür	ömrünün
son	Adj	Adj	son	son
gününe	Noun	Noun+A3sg+P3sg+Dat	gün	gününe
kadar	Postp	Postp+PCDat	kadar	kadar
devam	Noun	Noun+A3sg+Pnon+Nom	devam	devam
etti	Verb	Verb+Pos+Past+A3sg	et	etti
.	Punc	Punc	.	.
Birleşmenin	Verb	Verb+Pos+Noun+Inf2+A3sg+Pnon+Gen	birleş	Birleşmenin
olduğu	Verb	Verb+Pos+Adj+PastPart+P3sg	ol	olduğu
dönemde	Noun	Noun+A3sg+Pnon+Loc	dönem	dönemde
;	Punc	Punc	;	;
Moğolistan'da	Noun	Noun+Prop+A3sg+Pnon+Apos+Loc	Moğolistan	Moğolistan'da
200	Num	Num	200	200
,	Punc	Punc	,	,
000	UnDef	UnDef	000	000
kişi	Noun	Noun+A3sg+Pnon+Nom	kişi	kişi
yaşarken	Verb	Verb+Pos+Aor+A3sg+Adv+While	yaşa	yaşarken
,	Punc	Punc	,	,
bunlardan	Pron	Pron+Demons+A3pl+Pnon+Abl	bu	bunlardan
70	Num	Num	70	70
,	Punc	Punc	,	,
000'i	UnDef	UnDef	000'i	000'i
asker	Noun	Noun+A3sg+Pnon+Nom	asker	asker
idi	Verb	Verb+Pos+Past+A3sg	i	idi
.	Punc	Punc	.	.
Küçük	Adj	Adj	küçük	Küçük
bir	Det	Det	bir	bir
bilgi	Noun	Noun+A3sg+Pnon+Nom	bilgi	bilgi
kirliliği	Noun	Noun+A3sg+P3sg+Nom	kirlilik	kirliliği
olmuş	Verb	Verb+Pos+Narr+A3sg	ol	olmuş
resimde	Noun	Noun+A3sg+Pnon+Loc	resim	resimde
Rum	Noun	Noun+A3sg+Pnon+Nom	Rum	Rum
Selçuklular	Noun	Noun+Prop+A3pl+Pnon+Nom	Selçuklu	Selçuklular
yazıyor	Verb	Verb+Pos+Prog1+A3sg	yaz	yazıyor
Selçuklular	Noun	Noun+Prop+A3pl+Pnon+Nom	Selçuklu	Selçuklular
rum	Noun	Noun+A3sg+Pnon+Nom	Rum	rum
değil	Conj	Conj	değil	değil
TÜRK	Noun	Noun+A3sg+Pnon+Nom	Türk	TÜRK
kökenlidir	Noun	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Pres+Cop+A3sg	köken	kökenlidir
.	Punc	Punc	.	.
1206	Num	Num	1206	1206
yılında	Noun	Noun+A3sg+P3sg+Loc	yıl	yılında
Moğol	Adj	Adj	Moğol	Moğol
kabilelerinin	Noun	Noun+A3pl+P3sg+Gen	kabile	kabilelerinin
birleşmesiyle	Verb	Verb+Pos+Noun+Inf2+A3sg+P3sg+Ins	birleş	birleşmesiyle
kurulan	Verb	Verb+Verb+Pass+Pos+Adj+PresPart	kur	kurulan
Moğol	Adj	Adj	Moğol	Moğol
İmparatorluğu	Noun	Noun+A3sg+P3sg+Nom	imparatorluk	İmparatorluğu
Cengiz	Noun	Noun+Prop+A3sg+Pnon+Nom	Cengiz	Cengiz
Han'ın	Noun	Noun+Prop+A3sg+Pnon+Apos+Gen	Han	Han'ın
önderliğinde	Noun	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Loc	önder	önderliğinde
seferlere	Noun	Noun+A3pl+Pnon+Dat	sefer	seferlere
dayalı	Adj	Adj	dayalı	dayalı
bir	Det	Det	bir	bir
savaş	Noun	Noun+A3sg+Pnon+Nom	savaş	savaş
ve	Conj	Conj	ve	ve
ekonomi	Noun	Noun+A3sg+Pnon+Nom	ekonomi	ekonomi
politikası	Noun	Noun+A3sg+P3sg+Nom	politika	politikası
izledi	Verb	Verb+Pos+Past+A3sg	izle	izledi
.	Punc	Punc	.	.
İlk	Adj	Adj	ilk	İlk
